,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,customer_category,group
2062,1.0,1.0,39.0,0.0,3.0,1.0,1.0,4.0,3.0,Young
2063,0.0,0.0,51.0,1.0,0.0,0.0,0.0,1.0,5.0,Experienced
2064,1.0,1.0,45.0,0.0,1.0,0.0,0.0,4.0,3.0,Experienced
2065,0.0,0.0,33.0,1.0,6.0,11.0,0.0,1.14,5.0,Spender
2066,1.0,1.0,62.0,0.9063333333333332,7.0,0.0,0.0,1.0,5.0,Young
2067,0.0,1.0,80.0,1.0,7.0,0.8805357142857143,2.0,2.0,5.0,Young
2068,1.0,1.0,77.0,1.0,4.0,1.0,0.0,1.0,5.0,Young
2069,0.0,0.0,29.0,0.0,5.0,1.6093333333333333,0.0,5.0,3.0,Experienced
2070,0.0,1.0,33.0,0.0,2.0,7.0,1.0,5.0,3.0,Spender
2071,1.0,0.0,29.0,0.0,0.0,1.0,0.0,3.0,1.0,Experienced
2072,0.0,0.0,20.0,0.0,5.0,1.0,0.0,3.8956832889332884,5.0,Experienced
2073,1.0,1.0,43.0,1.0,0.0,1.0,0.0,2.0,2.0,Experienced
2074,0.0,0.0,18.0,0.0,5.0,1.0,0.0,3.0,5.0,Experienced
2075,1.0,1.0,53.0,1.0,0.0,3.0,1.0,3.0,5.0,Young
2076,1.0,1.0,28.0,1.0,3.0,3.0,1.0,3.0,6.0,Young
2077,0.0,0.0,43.0,1.0,3.0,1.0,0.0,4.0,3.0,Experienced
2078,1.0,0.0,31.0,1.0,3.0,1.0,0.0,3.0,5.0,Experienced
2079,0.0,0.0,28.0,1.0,5.0,2.4425,0.0,2.0,2.0,Experienced
2080,1.0,1.0,65.0,1.0,0.0,1.0,0.0,2.0,5.0,Young
2081,1.0,1.0,33.0,1.0,0.0,0.0,1.0,2.0,5.0,Young
2082,1.0,1.0,49.0,1.0,0.0,0.0,1.0,6.0,5.0,Young
2083,1.0,0.0,33.0,0.0,5.0,1.0,0.0,4.0,5.0,Experienced
2084,1.0,1.0,53.0,1.0,0.0,6.0,1.0,2.0,5.0,Young
2085,0.0,1.0,47.0,1.0,0.0,7.0,1.0,4.0,5.0,Spender
2086,1.0,0.0,31.0,0.0,3.0,1.0,0.0,7.0,3.0,Experienced
2087,1.0,1.0,52.0,1.0,4.0,1.0,2.0,4.0,3.0,Young
2088,1.0,1.0,61.0,0.69,2.0,2.0,1.0,2.0,2.0,Young
2089,1.0,0.0,31.0,0.0,5.0,0.3991666666666667,0.0,7.0,5.0,Experienced
2090,0.0,0.0,30.0,1.0,5.0,1.0,0.0,2.0,2.0,Experienced
2091,1.0,1.0,63.0,1.0,3.0,3.3392619047619045,1.0,2.0,5.0,Young
2092,1.0,1.0,69.0,0.0,4.0,9.0,1.0,2.0,5.0,Spender
2093,1.0,0.0,29.0,1.0,2.0,0.0,0.0,4.0,2.0,Experienced
2094,0.0,1.0,56.0,0.0,2.0,1.0,1.0,5.0,5.0,Young
2095,0.0,1.0,72.0,1.0,0.0,1.0,1.0,3.0,5.0,Young
2096,1.0,1.0,88.0,0.0,7.0,0.66,0.0,1.0,1.0,Young
2097,1.0,0.0,30.0,0.0,2.0,1.0,0.0,4.0,5.0,Experienced
2098,0.0,0.0,31.0,1.0,5.0,1.0,0.0,4.0,1.0,Experienced
2099,1.0,0.0,41.0,1.0,0.0,2.0,0.0,3.0,5.0,Experienced
2100,0.0,0.0,31.0,1.0,5.0,9.0,0.0,7.0,4.0,Spender
2101,1.0,0.0,20.0,0.0,5.0,1.2591666666666665,0.0,5.0,2.0,Experienced
2102,0.0,1.0,26.0,0.0,8.0,7.0,2.0,3.0,3.0,Spender
2103,1.0,1.0,48.0,0.0,3.0,2.5275,1.0,5.0,5.0,Young
2104,1.0,0.0,26.0,0.0,5.0,2.0553333333333335,0.0,3.8508333333333336,4.0,Experienced
2105,1.0,0.0,20.0,0.0,5.0,1.0,0.0,4.0,5.0,Experienced
2106,1.0,1.0,41.0,1.0,0.0,4.0,0.0,4.0,5.0,Experienced
2107,1.0,0.0,20.0,0.0,5.0,4.0,0.0,5.0,1.0,Experienced
2108,1.0,1.0,63.0,1.0,6.0,1.0,0.0,3.0,5.0,Young
2109,1.0,1.0,88.0,1.0,4.0,1.0,0.0,1.0,5.0,Young
2110,0.0,0.0,39.0,1.0,2.0,1.84,0.0,3.0,5.0,Experienced
2111,1.0,1.0,55.0,0.0,2.0,1.0,2.0,4.0,5.0,Young
2112,1.0,0.0,32.0,1.0,5.0,0.8567976190476192,0.0,3.66,5.0,Experienced
2113,1.0,0.0,32.0,1.0,3.0,1.0,0.0,2.0,5.0,Experienced
2114,0.0,1.0,38.0,1.0,0.0,0.0,1.0,3.0,5.0,Young
2115,0.0,1.0,62.0,1.0,2.0,1.0,0.0,1.0,2.0,Young
2116,1.0,0.0,18.0,0.0,5.0,1.0,0.0,5.0,3.0,Experienced
2117,1.0,1.0,67.0,0.0,4.0,1.0,2.0,2.0,5.0,Young
2118,0.0,1.0,42.0,1.0,0.0,9.0,0.0,2.0,5.0,Spender
2119,0.0,0.0,45.0,1.0,2.0,0.0,0.0,1.0,5.0,Experienced
2120,1.0,1.0,46.0,0.0,1.0,0.0,1.0,3.0,3.0,Young
2121,1.0,0.0,20.0,0.0,5.0,2.0,0.0,4.0,3.0,Experienced
2122,0.0,1.0,41.0,1.0,2.0,0.0,2.0,3.0,5.0,Young
2123,0.0,1.0,35.0,0.0,2.0,7.0,1.0,4.0,3.0,Spender
2124,0.0,1.0,52.0,1.0,0.0,6.0,0.0,2.0,5.0,Spender
2125,0.0,1.0,63.0,1.0,0.0,1.0,1.0,4.0,5.0,Young
2126,1.0,1.0,51.0,0.0,4.0,5.0,0.0,3.0,1.0,Experienced
2127,0.0,1.0,29.0,1.0,3.0,0.0,1.0,2.0,5.0,Young
2128,1.0,0.0,27.0,0.0,1.0,0.0,0.0,4.0,5.0,Experienced
2129,0.0,0.0,37.0,1.0,1.0,1.0,0.0,1.0,3.0,Experienced
2130,0.0,1.0,29.0,0.0,6.0,8.663857142857143,1.0,2.0,3.0,Spender
2131,0.0,0.0,50.0,1.0,0.0,0.0,0.0,2.0,5.0,Experienced
2132,1.0,1.0,74.0,1.0,7.0,1.0,0.0,1.0,5.0,Young
2133,0.0,1.0,72.0,1.0,0.0,3.0,1.0,3.0,5.0,Young
2134,0.0,1.0,83.0,1.0,7.0,1.0,2.0,2.0,5.0,Young
2135,1.0,1.0,37.0,1.0,2.0,1.0,1.0,3.0,2.0,Young
2136,0.0,0.0,19.0,0.0,5.0,0.0,0.0,3.0,5.0,Experienced
2137,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,5.0,Experienced
2138,0.0,0.0,46.0,1.0,2.0,1.0,0.0,2.0,0.0,Experienced
2139,0.0,1.0,65.0,1.0,1.0,1.0,0.0,2.0,5.0,Young
2140,0.0,1.0,88.0,1.0,7.0,1.0,1.0,2.0,5.0,Young
2141,1.0,1.0,43.0,1.0,3.0,0.0,1.0,2.0,4.0,Young
2142,1.0,1.0,50.0,1.0,4.0,9.0,2.0,3.0,1.0,Spender
2143,1.0,0.0,35.0,1.0,0.0,8.0,0.0,2.0,5.0,Spender
2144,1.0,1.0,67.0,1.0,7.0,0.0,0.0,1.0,2.0,Young
2145,1.0,1.0,66.0,1.0,4.0,0.0,0.0,1.0,5.0,Young
2146,0.0,0.0,39.0,1.0,0.0,3.0,0.0,2.0,5.0,Experienced
2147,0.0,1.0,46.0,1.0,6.0,0.0,1.0,3.2345238095238096,5.0,Young
2148,0.0,0.0,32.0,0.0,6.0,8.0,0.0,1.0,5.0,Spender
2149,0.0,0.0,40.0,1.0,0.0,6.0,0.0,1.0,5.0,Spender
2150,1.0,1.0,88.0,1.0,7.0,0.0,2.0,3.0,5.0,Young
2151,1.0,0.0,30.0,1.0,5.0,8.0,0.0,5.0,5.0,Spender
2152,1.0,0.0,32.0,1.0,3.0,1.0,0.0,1.0,5.0,Experienced
2153,1.0,1.0,43.0,0.0,8.0,1.0,0.0,2.0,6.0,Experienced
2154,0.0,1.0,55.0,0.0,2.0,3.0,1.0,2.0,5.0,Young
2155,0.0,1.0,47.0,1.0,0.0,0.0,1.0,3.0,5.0,Young
2156,0.0,1.0,73.0,0.0,2.0,1.0,0.0,1.7,4.04,Young
2157,1.0,0.0,39.0,1.0,0.0,2.6868752358752364,0.0,1.0,5.0,Experienced
2158,1.0,0.0,22.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
2159,1.0,1.0,39.0,1.0,9.0,0.0,1.0,5.0,3.0,Young
2160,0.0,0.0,31.0,0.0,5.0,0.0,0.0,7.0,5.0,Experienced
2161,1.0,0.0,27.0,1.0,5.0,2.621666666666666,0.0,3.0,1.0,Experienced
2162,1.0,0.0,19.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
2163,1.0,1.0,69.0,0.0,1.0,0.0,1.0,2.0,5.0,Young
2164,1.0,1.0,37.0,0.0,1.0,4.15,1.0,2.0,5.0,Young
2165,1.0,1.0,45.0,1.0,4.0,0.0,2.0,2.0,5.0,Young
2166,0.0,0.0,22.0,0.0,1.0,1.0,0.0,3.0,2.0,Experienced
2167,0.0,0.0,26.0,1.0,1.0,0.0,0.0,3.0,5.0,Experienced
2168,1.0,0.0,39.0,1.0,0.0,1.0,0.0,3.0,6.0,Experienced
2169,1.0,1.0,61.0,1.0,3.0,1.0,0.0,2.0,4.0,Young
2170,0.0,1.0,74.0,0.0,7.0,1.0,2.0,2.0,5.0,Young
2171,1.0,0.0,29.0,1.0,0.0,4.0,0.0,1.0,2.0,Experienced
2172,1.0,0.0,29.0,1.0,6.0,5.0,0.0,1.0,5.0,Spender
2173,1.0,0.0,36.0,0.0,4.0,0.0,0.0,3.0,5.0,Experienced
2174,0.0,0.0,63.0,1.0,1.0,0.0,0.0,2.0,5.0,Young
2175,1.0,1.0,69.0,1.0,0.0,0.0,1.0,5.0,2.0,Young
2176,0.0,0.13,35.0,1.0,0.0,12.0,0.0,2.0,5.0,Spender
2177,1.0,1.0,81.0,1.0,7.0,1.0,0.0,1.0,5.0,Young
2178,0.0,1.0,71.0,0.0,7.0,1.0,2.0,2.0,5.0,Young
2179,0.0,0.0,31.0,0.0,5.0,10.0,0.0,2.0,2.0,Spender
2180,1.0,1.0,41.0,1.0,3.0,9.0,1.0,4.0,4.48,Spender
2181,1.0,1.0,35.0,0.0,6.0,1.0,1.0,3.0,5.0,Young
2182,0.0,0.0,52.0,1.0,0.0,6.0,0.0,1.0,5.0,Spender
2183,1.0,0.0,19.0,0.0,5.0,4.819634920634917,0.0,4.0,2.0,Experienced
2184,0.0,0.2791190476190476,39.0,1.0,0.0,0.0,0.0,1.0,6.0,Experienced
2185,1.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,3.0,Experienced
2186,0.0,0.0,19.0,0.0,8.0,1.0,0.0,4.0,5.0,Experienced
2187,1.0,0.0,23.0,0.0,5.0,2.0,0.0,5.0,5.0,Experienced
2188,1.0,1.0,77.0,0.0,7.0,0.0,0.0,2.0,5.0,Young
2189,0.0,1.0,84.0,1.0,7.0,0.0,0.0,1.0,5.0,Young
2190,1.0,1.0,47.0,0.0,3.0,1.0,2.0,4.0,3.0,Young
2191,1.0,0.0,29.0,1.0,3.0,6.0,0.0,3.0,5.0,Spender
2192,0.0,0.0,35.0,1.0,0.0,8.0,0.0,3.0,1.0,Spender
2193,1.0,1.0,40.0,1.0,0.0,14.0,0.0,2.0,5.0,Spender
2194,1.0,0.0,35.0,0.0,5.0,1.0,0.0,1.0,5.0,Experienced
2195,1.0,0.0,20.0,0.0,5.0,0.0,0.0,3.0,1.0,Experienced
2196,1.0,0.0,43.0,1.0,3.0,0.0,0.0,2.0,1.0,Experienced
2197,1.0,1.0,56.0,0.0,4.0,0.0,0.0,1.0,5.0,Young
2198,0.0,1.0,53.0,1.0,0.0,3.0,0.0,1.0,6.0,Young
2199,1.0,1.0,22.0,0.0,4.0,1.0,2.0,3.0,5.0,Young
2200,1.0,1.0,32.0,0.0,5.0,1.0,2.0,4.0,3.0,Young
2201,1.0,1.0,51.0,0.0,4.0,2.0,2.0,5.0,5.0,Young
2202,0.0,0.0,41.0,0.0,8.0,1.0,0.0,2.2933333333333334,2.0,Experienced
2203,1.0,1.0,37.0,0.0,1.0,2.0,1.0,4.0,5.0,Young
2204,1.0,1.0,55.0,1.0,0.0,4.0,1.0,4.0,5.0,Young
2205,1.0,0.0,42.0,1.0,3.0,3.0,0.0,2.0,5.0,Experienced
2206,1.0,0.0,20.0,0.0,5.0,1.0,0.0,5.0,3.0,Experienced
2207,0.0,0.0,42.0,1.0,0.0,12.0,0.0,2.0,3.0,Spender
2208,0.0,1.0,38.0,0.0,2.0,1.0,2.0,5.0,5.0,Young
2209,0.0,0.0,52.0,1.0,2.0,3.0,0.0,1.0,5.0,Experienced
2210,0.0,1.0,48.0,1.0,8.0,9.0,0.0,1.0,5.0,Spender
2211,1.0,1.0,37.0,1.0,3.0,5.0,1.0,2.0,5.0,Spender
2212,1.0,0.0,27.0,0.0,1.0,1.0,0.0,3.0,5.0,Experienced
2213,1.0,1.0,48.0,0.0,0.0,3.0,1.0,4.0,5.0,Young
2214,0.0,0.0,25.0,1.0,8.0,5.0,0.0,2.0,3.0,Experienced
2215,0.0,0.0,56.0,1.0,1.0,3.0,0.0,1.0,5.0,Young
2216,0.0,1.0,68.0,0.0,7.0,1.0,0.0,1.0,5.0,Young
2217,1.0,0.0,21.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
2218,0.0,1.0,72.0,0.0,7.0,8.0,1.0,2.0,5.0,Spender
2219,1.0,0.0,43.0,1.0,0.0,1.0,0.0,2.0,1.0,Experienced
2220,1.0,1.0,52.0,1.0,7.0,8.0,2.0,2.0,5.0,Spender
2221,1.0,1.0,50.0,0.0,4.0,0.0,1.0,5.0,5.0,Young
2222,1.0,0.0,41.0,1.0,3.0,0.0,0.0,1.0,3.0,Experienced
2223,1.0,1.0,40.0,1.0,3.0,8.0,1.0,2.0,5.0,Spender
2224,1.0,0.0,32.0,1.0,5.0,8.0,0.0,2.0,3.0,Spender
2225,1.0,1.0,57.0,1.0,6.0,5.0,2.0,2.0,5.0,Young
2226,0.0,0.0,25.0,1.0,0.0,13.0,0.0,2.0,5.0,Spender
2227,1.0,1.0,74.0,0.0,7.0,0.0,2.0,2.0,5.0,Young
2228,1.0,0.0,38.0,1.0,3.0,1.69,0.0,4.0,5.0,Experienced
2229,0.0,1.0,46.0,1.0,0.0,0.0,1.0,2.0,5.0,Young
2230,0.0,0.0,50.0,1.0,0.0,1.0,0.0,1.0,5.0,Experienced
2231,1.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,2.0,Young
2232,0.0,1.0,69.0,1.0,7.0,0.0,2.0,2.0,5.0,Young
2233,1.0,0.0,29.0,1.0,0.0,0.0,0.0,1.0,5.0,Experienced
2234,1.0,1.0,84.0,1.0,7.0,2.5396666666666663,2.0,3.0,5.0,Young
2235,1.0,1.0,73.0,0.0,4.0,1.0,0.0,1.86,5.0,Young
2236,1.0,1.0,38.0,0.0,4.0,9.0,2.0,5.0,5.0,Spender
2237,0.0,1.0,82.0,0.0,7.0,0.0,0.0,1.0,5.0,Young
2238,1.0,1.0,71.0,0.0,7.0,0.0,2.0,2.1966666666666668,5.0,Young
2239,0.0,1.0,50.0,0.0,2.0,0.0,0.0,3.0,6.0,Young
2240,1.0,1.0,56.0,1.0,0.0,0.0,2.0,2.0,5.0,Young
2241,1.0,0.0,19.0,0.0,5.0,4.0,0.0,3.0,1.0,Experienced
2242,1.0,1.0,29.0,0.0,4.0,12.0,0.0,3.0,5.0,Spender
2243,1.0,0.0,26.0,1.0,1.0,1.0,0.0,3.0,5.0,Experienced
2244,0.0,0.0,31.0,0.0,1.0,1.0,0.0,5.0,2.0,Experienced
2245,1.0,1.0,42.0,1.0,0.0,0.0,1.0,2.0,5.0,Young
2246,0.0,0.0,33.0,1.0,1.0,1.0,0.0,1.0,5.0,Experienced
2247,1.0,1.0,35.0,0.0,5.0,1.0,0.0,5.0,5.0,Experienced
2248,0.0,1.0,46.0,0.0,2.0,0.0,2.0,3.0,3.0,Young
2249,0.0,0.0,67.0,1.0,0.0,0.0,0.0,2.0,5.0,Young
2250,0.0,0.0,35.0,0.0,0.0,7.0,0.0,2.0,5.0,Spender
2251,1.0,0.0,28.0,0.0,1.0,8.0,0.0,3.0,5.0,Spender
2252,0.0,0.0,43.0,0.0,1.0,8.0,0.0,1.0,3.0,Spender
2253,0.0,1.0,40.0,0.0,0.0,3.0,1.0,2.605,5.0,Young
2254,0.0,1.0,73.0,1.0,0.0,0.0,1.0,3.0,0.0,Young
2255,0.0,0.0,21.0,0.0,5.0,8.0,0.0,4.0,5.0,Spender
2256,0.0,0.0,32.0,0.0,1.0,1.0,0.0,3.0,3.0,Experienced
2257,0.0,0.0,36.0,0.0,9.0,3.76,0.0,3.3016666666666667,3.0,Experienced
2258,1.0,0.0,32.0,1.0,0.0,13.0,0.0,3.0,5.0,Spender
2259,1.0,0.0,25.0,0.0,6.0,14.0,0.0,3.0,4.0,Spender
2260,0.0,0.0,40.0,1.0,0.0,5.0,0.0,1.0,5.0,Spender
2261,0.0,0.0,19.0,0.0,5.0,0.0,0.0,3.0,5.0,Experienced
2262,1.0,1.0,48.0,1.0,4.0,5.0,2.0,5.0,5.0,Young
2263,0.0,0.0,36.0,1.0,0.0,3.0,0.0,3.0,5.0,Experienced
2264,1.0,0.0,27.0,0.0,5.0,1.0,0.0,3.0,5.0,Experienced
2265,0.0,1.0,82.0,0.0,3.0,0.0,2.0,2.0,5.0,Young
2266,1.0,0.0,23.0,0.0,5.0,9.0,0.0,4.0,5.0,Spender
2267,1.0,0.0,30.0,1.0,3.0,14.0,0.0,3.0,5.0,Spender
2268,1.0,0.0,30.0,1.0,3.0,8.0,0.0,4.0,5.0,Spender
2269,1.0,0.0,30.0,1.0,5.0,1.0,0.0,3.0,5.0,Experienced
2270,1.0,0.0,28.0,1.0,3.0,1.0,0.0,5.0,5.0,Experienced
2271,1.0,1.0,60.0,1.0,0.0,0.0,0.0,2.0,3.0,Young
2272,0.0,1.0,52.0,1.0,0.0,1.0,1.0,2.0,5.0,Young
2273,0.0,0.0,19.0,0.0,5.0,4.765904761904762,0.0,5.04,2.0,Experienced
2274,0.0,0.0,19.0,0.0,5.0,0.0,0.0,2.0,5.0,Experienced
2275,1.0,1.0,40.0,0.0,4.0,1.0,0.0,5.0,4.0,Experienced
2276,1.0,0.0,38.0,1.0,3.0,8.0,0.0,1.0,5.0,Spender
2277,0.0,1.0,71.0,1.0,3.0,1.0,1.0,2.0,5.0,Young
2278,0.0,0.0,40.0,1.0,2.0,1.0,0.0,3.0,2.0,Experienced
2279,1.0,1.0,68.0,1.0,0.0,0.0,2.0,2.0,5.0,Young
2280,1.0,1.0,50.0,1.0,3.0,1.3586666666666665,0.0,4.0,5.0,Young
2281,1.0,0.0,21.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
2282,1.0,0.0,29.0,1.0,5.0,2.427,0.0,3.0,5.0,Experienced
2283,0.0,1.0,29.0,1.0,3.0,0.0,2.0,1.0,0.0,Young
2284,0.0,1.0,39.0,0.0,2.0,1.0,1.0,4.0,3.0,Young
2285,1.0,1.0,41.0,1.0,4.0,0.0,0.0,4.0,5.0,Experienced
2286,1.0,0.0,28.0,0.0,1.0,4.320999999999999,0.0,1.0,5.0,Spender
2287,0.0,0.0,22.0,0.0,5.0,0.0,0.0,3.0,1.0,Experienced
2288,1.0,0.0,35.0,1.0,0.0,4.429105470638753,0.0,1.0,5.0,Spender
2289,0.0,1.0,49.0,1.0,0.0,3.0,0.0,2.0,5.0,Young
2290,0.0,1.0,26.0,1.0,5.0,8.0,0.0,2.0,2.0,Spender
2291,0.0,0.0,33.0,0.0,5.0,3.923333333333334,0.0,1.0,3.0,Experienced
2292,0.0,0.0,27.0,0.0,2.0,0.0,0.0,2.0,2.0,Experienced
2293,0.0,0.0,50.0,0.0,3.0,8.0,0.0,2.0,5.0,Spender
2294,0.0,1.0,37.0,1.0,6.0,5.0,0.0,2.0,3.0,Spender
2295,1.0,0.0,43.0,1.0,8.0,0.0,0.0,2.0,5.0,Experienced
2296,1.0,0.0,35.0,1.0,3.0,13.0,0.0,1.0,5.0,Spender
2297,0.0,1.0,50.0,1.0,0.0,1.0,0.0,1.0,5.0,Young
2298,1.0,0.0,31.0,1.0,0.0,7.0,0.0,1.0,3.0,Spender
2299,0.0,1.0,29.0,0.0,2.0,2.88,2.0,2.0,5.0,Young
2300,0.0,0.0,20.0,0.0,5.0,0.0,0.0,2.0,5.0,Experienced
2301,1.0,1.0,66.0,1.0,3.0,1.0,1.0,2.0,5.0,Young
2302,1.0,1.0,37.0,1.0,5.0,1.0,1.0,2.0,3.0,Young
2303,1.0,1.0,52.0,1.0,0.0,2.0,1.0,2.0,5.0,Young
2304,1.0,1.0,45.0,1.0,4.0,7.0,2.0,5.0,5.0,Young
2305,0.0,0.0,27.0,1.0,5.0,2.0,0.0,6.0,5.0,Experienced
2306,0.0,1.0,46.0,1.0,0.0,1.0,2.0,4.0,5.0,Young
2307,0.0,1.0,43.0,0.0,1.0,9.0,0.0,1.0,1.0,Spender
2308,0.0,0.0,32.0,0.0,1.0,8.0,0.0,6.0,5.0,Spender
2309,1.0,1.0,87.0,1.0,7.0,9.0,0.0,4.0,5.0,Spender
2310,0.0,1.0,40.0,1.0,2.0,3.17,1.0,5.0,2.0,Young
2311,1.0,0.0,59.0,1.0,0.0,1.0,0.0,2.0,5.0,Young
2312,1.0,1.0,63.0,1.0,0.0,1.0,1.0,3.0,5.0,Young
2313,1.0,0.0,23.0,0.0,9.0,0.0,0.0,8.0,3.0,Experienced
2314,0.0,1.0,65.0,0.0,7.0,1.3098333333333334,2.0,2.0,5.0,Young
2315,1.0,0.0,47.0,1.0,0.0,0.0,0.0,1.0,5.0,Experienced
2316,0.0,1.0,45.0,1.0,0.0,9.0,0.0,2.0,5.0,Spender
2317,1.0,1.0,79.0,0.0,7.0,0.0,0.0,1.0,5.0,Young
2318,1.0,1.0,65.0,0.0,3.0,1.0,2.0,2.0,5.0,Young
2319,0.0,0.0,38.0,1.0,5.0,0.0,0.0,2.0,5.0,Experienced
2320,0.0,1.0,28.0,1.0,5.0,1.3618333333333335,0.0,2.0,5.0,Experienced
2321,1.0,0.0,20.0,0.0,5.0,2.0,0.0,3.0,3.0,Experienced
2322,0.0,1.0,36.0,1.0,0.0,1.0,0.0,2.0,5.0,Experienced
2323,1.0,0.0,22.0,0.0,5.0,0.0,0.0,4.0,5.0,Experienced
2324,1.0,1.0,56.0,0.0,5.0,0.0,2.0,4.0,6.0,Young
2325,0.0,0.0,32.0,1.0,1.0,5.0,0.0,3.0,3.0,Experienced
2326,0.0,0.0,33.0,1.0,5.0,1.0,0.0,1.0,5.0,Experienced
2327,0.0,1.0,68.0,1.0,0.0,1.0,2.0,2.0,5.0,Young
2328,1.0,1.0,53.0,1.0,0.0,2.0005325106180374,1.0,3.0,5.0,Young
2329,0.0,1.0,38.0,1.0,0.0,7.0,1.0,3.0,0.0,Spender
2330,1.0,0.0,22.0,0.0,5.0,2.715420634920634,0.0,5.0,1.0,Experienced
2331,0.0,1.0,49.0,1.0,0.0,0.0,2.0,4.0,5.0,Young
2332,1.0,1.0,43.0,1.0,0.0,4.515396825396826,0.0,2.0,5.0,Spender
2333,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,2.0,Experienced
2334,0.0,1.0,57.0,1.0,0.0,1.0,2.0,2.0,5.0,Young
2335,0.0,1.0,65.0,1.0,7.0,2.0,0.0,6.0,0.0,Experienced
2336,0.0,1.0,50.0,1.0,0.0,4.367023809523809,2.0,1.0,4.15,Young
2337,1.0,1.0,36.0,1.0,3.0,0.0,1.0,2.0,5.0,Young
2338,0.0,1.0,43.0,0.0,2.0,4.0,1.0,7.0,3.0,Experienced
2339,0.0,0.0,18.0,0.0,3.0,1.0,0.0,5.0,1.0,Experienced
2340,0.0,1.0,43.0,0.0,2.0,1.0,1.0,2.0,5.0,Young
2341,1.0,1.0,75.0,1.0,7.0,0.0,0.0,1.0,5.0,Young
2342,0.0,1.0,27.0,0.0,8.0,5.869833333333333,2.0,4.0,5.0,Spender
2343,1.0,1.0,39.0,1.0,5.0,11.0,1.0,2.0,5.0,Spender
2344,1.0,1.0,61.0,1.0,0.0,2.0,0.0,2.0,5.0,Young
2345,0.0,1.0,73.0,1.0,7.0,1.4969999999999999,0.0,5.0,0.0,Young
2346,1.0,0.0,26.0,1.0,2.0,0.0,0.0,5.0,3.0,Experienced
2347,1.0,1.0,52.0,1.0,0.0,7.0,1.0,4.0,5.0,Spender
2348,1.0,1.0,50.0,1.0,0.0,1.0,0.0,1.0,5.0,Young
2349,0.0,0.0,51.0,1.0,0.0,1.0,0.0,1.0,3.0,Experienced
2350,1.0,1.0,50.0,0.0,0.0,1.0,1.0,3.0,5.0,Young
2351,1.0,1.0,53.0,1.0,4.0,9.0,2.0,5.0,3.0,Spender
2352,1.0,1.0,40.0,0.0,4.0,5.0,0.0,4.0,5.0,Spender
2353,0.0,1.0,86.0,0.0,7.0,3.5882728937728943,0.0,1.0,5.0,Young
2354,0.0,0.0,26.0,0.0,5.0,0.0,0.0,3.0,4.0,Experienced
2355,1.0,0.0,32.0,0.0,3.0,9.0,0.0,4.0,5.0,Spender
2356,0.0,0.0,22.0,0.0,5.0,5.0,0.0,3.0,1.0,Experienced
2357,0.0,1.0,36.0,1.0,0.0,1.0,1.0,4.0,5.0,Young
2358,0.0,1.0,62.0,1.0,0.0,4.0,1.0,3.0,5.0,Young
2359,0.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,2.0,Young
2360,0.0,0.0,39.0,1.0,3.0,1.0,0.0,2.0,3.0,Experienced
2361,0.0,1.0,81.0,0.0,1.0,0.0,2.0,2.0,5.0,Young
2362,0.0,0.0,28.0,0.0,5.0,9.0,0.0,2.0,5.0,Spender
2363,1.0,0.0,28.0,1.0,5.0,6.0,0.0,5.0,1.0,Experienced
2364,1.0,0.0,52.0,1.0,3.0,1.0,0.0,5.0,3.0,Experienced
2365,0.0,1.0,40.0,1.0,0.0,4.0,1.0,5.0,5.0,Young
2366,1.0,0.0,68.0,1.0,7.0,0.0,0.0,1.9551428571428573,5.0,Young
2367,0.0,1.0,37.0,0.0,0.0,0.0,1.0,2.0,3.0,Young
2368,1.0,0.0,26.0,0.0,8.0,1.0,0.0,5.0,5.0,Experienced
2369,0.0,0.0,31.0,0.0,6.0,8.0,0.0,1.0,5.0,Spender
2370,0.0,1.0,68.0,1.0,7.0,0.0,0.0,2.0,5.0,Young
2371,1.0,1.0,42.0,1.0,0.0,1.0,1.0,3.0,5.0,Young
2372,0.0,1.0,56.0,1.0,0.0,1.0,1.0,6.0,4.0,Young
2373,1.0,1.0,37.0,0.0,3.0,1.0,0.0,2.0,5.0,Experienced
2374,1.0,1.0,58.0,1.0,0.0,1.0,0.0,1.0,5.0,Young
2375,1.0,0.0,33.0,1.0,0.0,7.0,0.0,1.0,5.0,Spender
2376,0.0,0.0,31.0,0.0,6.0,8.0,0.0,1.0,3.0,Spender
2377,0.0,0.0,27.0,1.0,5.0,0.0,0.0,3.0,1.0,Experienced
2378,1.0,0.0,25.0,0.0,5.0,7.0,0.0,4.0,3.0,Spender
2379,1.0,1.0,51.0,1.0,3.0,1.0,1.0,2.0,5.0,Young
2380,1.0,1.0,37.0,0.0,2.0,8.0,1.0,3.0,3.0,Spender
2381,1.0,1.0,69.0,1.0,4.0,1.0,1.0,4.0,5.0,Young
2382,0.0,1.0,45.0,0.0,1.0,1.0,0.0,1.0,5.0,Young
