Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP08,OUT018,2843.1452633816675
FDU44,OUT046,2608.7870188901675
DRG39,OUT035,935.5762479655971
FDU32,OUT049,2073.425165107627
FDY27,OUT049,3001.9282833423676
NCP54,OUT013,2062.4305385593707
NCZ41,OUT049,2077.240102821795
DRL49,OUT013,2121.3180523311676
FDI05,OUT018,1087.1783761269921
FDY56,OUT045,3840.557291714891
DRC13,OUT013,2049.5654245996952
NCV29,OUT017,3004.217263490539
FDR24,OUT049,1451.9159500291157
FDZ34,OUT018,2884.113931059528
FDP37,OUT035,2121.511312046669
FDX08,OUT027,4991.028616208051
FDS57,OUT045,2092.592310653739
NCG18,OUT049,1669.3897941975488
FDK25,OUT018,2413.598474635267
FDH53,OUT049,1295.4759597623556
DRI59,OUT018,3279.6545234945256
FDA52,OUT046,2898.9272271324935
FDT20,OUT010,342.52319534832645
FDE36,OUT019,179.9599103623702
FDI24,OUT017,2910.912858952199
FDB28,OUT018,2961.3022857014907
FDV11,OUT017,2910.912858952199
FDP01,OUT046,2288.9283520008007
FDD34,OUT027,4246.802400222091
FDJ50,OUT027,1363.281386321251
FDZ44,OUT013,1910.7803895413047
DRO59,OUT035,1249.2543459299586
DRB48,OUT045,647.7054041862132
FDR21,OUT018,2535.451911927245
NCE42,OUT010,451.02122423851534
FDO23,OUT046,1466.0639422567172
NCE30,OUT018,3013.748723000717
FDQ22,OUT035,681.9605183357896
FDY01,OUT045,1856.1598668213323
FDS08,OUT017,2963.209185375383
FDG28,OUT018,3205.9587885741844
FDQ51,OUT018,681.1500776897017
FDB05,OUT017,3953.4631783108994
FDO56,OUT049,1915.0291567841875
FDE02,OUT018,1236.190555612739
FDN45,OUT017,3724.4674756762497
FDS09,OUT013,768.0981798379206
NCA54,OUT018,2828.5855722357346
FDP09,OUT010,669.2213938397507
FDC53,OUT045,1604.6040865255452
NCM55,OUT017,3203.3577738578197
FDL09,OUT018,2386.69835758064
FDA11,OUT019,341.8090027155072
FDA50,OUT045,1485.3979985980357
FDC23,OUT017,2992.149226726588
FDE22,OUT049,2646.70565983696
FDD23,OUT046,3093.4665650885327
NCA29,OUT049,2959.7242208037515
FDK38,OUT046,2445.291679830515
DRC13,OUT046,2049.5654245996952
NCP43,OUT049,2956.745894720427
FDX28,OUT049,1655.1057890356376
FDF08,OUT049,1451.9159500291157
FDZ33,OUT046,2445.291679830515
FDD10,OUT049,2806.385376214505
FDO58,OUT017,2660.1321607278555
FDI50,OUT017,3962.0659236740244
FDO58,OUT045,2579.9373354851496
FDX08,OUT013,3047.9587818204627
NCK17,OUT010,342.52319534832645
FDF39,OUT035,4184.21733524797
FDU45,OUT010,593.2557236922365
NCJ18,OUT018,1630.113930172212
DRC27,OUT019,717.7581396181846
DRC25,OUT035,1399.3875369742866
FDU59,OUT035,2638.2493379587045
FDU28,OUT035,3270.4188957693164
NCP30,OUT046,650.3973627598443
FDB39,OUT018,785.7606979080529
FDE41,OUT013,1383.2308107532185
DRH11,OUT010,367.6304363286928
FDA58,OUT045,3808.223844404059
FDU50,OUT046,1893.654923630612
FDM34,OUT013,2052.562235798551
FDM44,OUT027,2723.785946133461
FDR39,OUT045,2946.513301876509
FDM25,OUT045,2848.4016388697764
FDQ49,OUT049,2467.9441540400594
DRH25,OUT018,741.6531193701181
FDM09,OUT027,4692.782098536505
FDL44,OUT019,201.69702537642868
NCR42,OUT018,584.8765617085727
DRL59,OUT046,904.6149968272604
FDX43,OUT013,2709.988796045823
DRK47,OUT010,835.901589006953
FDU48,OUT018,1778.5802918329975
FDY12,OUT045,742.8376371179752
NCN43,OUT018,1783.6219719395572
NCM55,OUT018,2887.97467714304
FDQ21,OUT027,3253.006802463973
FDX13,OUT035,4015.182871458804
NCK30,OUT027,5214.142046798715
FDG20,OUT049,2902.810725620418
DRG27,OUT017,657.3881039101497
FDY14,OUT018,3046.1372871244216
FDP59,OUT035,1629.0668939317911
FDU60,OUT017,2761.2540664568974
NCC18,OUT019,299.862760980659
DRJ39,OUT017,3674.536243549686
FDS07,OUT049,1910.7874237421493
FDM08,OUT027,5232.590897049751
FDP51,OUT045,1975.721638572811
FDU16,OUT035,1394.3794294573236
FDH12,OUT013,1643.3951612444102
DRE48,OUT010,539.6673372256678
NCL42,OUT027,5274.177670396351
FDR21,OUT045,2796.8521542737353
NCW29,OUT035,2175.370921513397
FDO11,OUT013,3814.930609049054
NCM31,OUT049,2136.5262384438033
FDV35,OUT019,190.73729854542253
FDF58,OUT017,1005.2564473668937
NCE43,OUT049,2780.843491744784
FDA02,OUT035,2508.7343727739453
DRL37,OUT010,342.52319534832645
FDR24,OUT018,1196.3581436113252
FDW59,OUT049,1373.9575457386827
FDS22,OUT049,726.7986694063075
FDW24,OUT017,773.4608026917143
FDU24,OUT035,1553.3047760211064
FDA21,OUT027,5141.687155132025
FDH58,OUT027,3076.7813854582214
FDW36,OUT018,1387.8533479901112
FDI45,OUT027,4730.132592662158
FDU01,OUT018,2870.025740562804
FDF35,OUT027,2700.015332030622
FDU43,OUT019,738.3705807641123
FDE24,OUT019,200.33339634092854
FDK50,OUT049,2661.9393573673187
FDG31,OUT045,1040.3591537991656
FDC60,OUT045,1407.0144668329629
FDL36,OUT013,1439.5382237427123
FDP21,OUT013,3087.314224505834
FDW16,OUT045,1407.004712912903
FDX02,OUT017,3854.7640841108187
FDQ58,OUT027,4012.0499799529334
FDT51,OUT046,1758.4015274878284
FDD59,OUT049,1316.5255643892085
NCM42,OUT018,1393.684475022623
FDA57,OUT018,583.7761091347479
FDZ48,OUT035,1889.6152945634847
FDE46,OUT045,2413.2367256926277
NCZ30,OUT019,239.46097856353094
FDB56,OUT017,3199.4970277743078
FDA25,OUT027,2700.015332030622
FDD20,OUT013,2065.5752833999127
FDL25,OUT013,1482.0479293204266
NCO18,OUT049,2963.7761759909963
FDJ45,OUT017,659.3637429160607
FDR12,OUT035,2863.5173523299372
NCF19,OUT010,330.15297371101013
FDK25,OUT046,2704.2161376796366
NCR17,OUT046,1902.8603985577329
FDC52,OUT046,2450.5936083346933
NCA54,OUT017,3113.0018455072923
FDR45,OUT010,955.3221868397036
NCM19,OUT049,1922.9945708332925
FDF39,OUT027,5239.882197359655
FDX23,OUT049,1541.8088325322929
FDD58,OUT027,2698.604563810952
FDX28,OUT013,1643.3951612444102
NCD31,OUT013,2630.524133904226
FDU57,OUT018,2194.9694256629496
FDI27,OUT046,764.1637981291055
NCM42,OUT046,1646.6138053084323
FDD32,OUT027,2135.709510586022
FDI34,OUT013,3719.994316636703
NCM29,OUT049,2129.2516326819546
FDG46,OUT018,1649.2897023788228
DRC01,OUT010,327.8957443043812
FDB15,OUT027,4976.196980571681
NCA17,OUT027,3989.536135627077
FDF10,OUT046,2449.305440248379
FDR26,OUT027,4813.412398637383
FDI02,OUT049,1830.6654655685836
NCM54,OUT010,481.6749686687033
FDF14,OUT013,2454.879682127868
FDJ33,OUT010,506.6808870080387
FDM20,OUT035,4032.4102904960855
FDC03,OUT027,5158.938177401247
NCX05,OUT046,1899.076795950922
NCM41,OUT027,2351.0824550942457
NCU29,OUT010,463.244063982589
FDQ59,OUT017,1383.2011040938394
FDH46,OUT010,593.5506069412634
FDH09,OUT013,769.0053901846231
NCD06,OUT045,743.7448474646777
FDC15,OUT035,2418.172093641244
DRD37,OUT027,1135.2470751172202
FDT28,OUT027,3984.3871922383364
FDR28,OUT027,4240.876727521552
FDT38,OUT017,1365.9179730040612
FDV34,OUT027,1965.496702743259
FDY52,OUT035,1014.8593790020946
FDB34,OUT013,1360.1690512326095
DRL23,OUT018,1385.3075419606675
DRB24,OUT046,2454.249108213263
FDJ50,OUT046,910.2518243736187
FDQ49,OUT035,2518.516048288971
FDP20,OUT035,2077.1344728851186
FDV19,OUT027,4249.012060867857
NCR54,OUT045,3088.043895820693
FDO09,OUT010,832.3598672952859
FDS57,OUT018,1877.7892537818752
FDN10,OUT049,1915.0291567841875
FDV23,OUT049,2107.514517667896
FDY28,OUT049,3643.4154488126337
DRG51,OUT013,2626.8686340256563
FDD45,OUT019,332.21290492000117
NCL18,OUT027,5155.560508684905
NCM29,OUT013,2117.5410048907283
FDF17,OUT027,5168.601782763594
FDE22,OUT017,2668.8131553596922
FDQ22,OUT017,658.0137238561342
FDS01,OUT013,2941.5402784024263
FDW35,OUT027,1056.3020175192498
FDJ33,OUT046,2039.9774223023405
NCF54,OUT035,3002.4627181912483
FDE09,OUT013,1646.6138053084323
NCE06,OUT045,2585.097082135264
DRH49,OUT049,1308.007806109384
FDY43,OUT045,2691.0668157211344
NCT05,OUT017,4026.1414774552954
FDZ34,OUT045,3086.3028220609444
FDL38,OUT017,1407.4450705231486
FDZ31,OUT017,3203.3577738578197
FDR14,OUT035,922.8159287548923
NCN54,OUT049,1305.6341105135423
NCC42,OUT027,3313.397570923161
FDK08,OUT017,1669.727789576456
FDP59,OUT013,1541.7156690055901
FDV22,OUT035,2731.166431607535
FDD33,OUT035,3885.334909408836
DRE60,OUT027,5148.527070619359
FDK52,OUT046,3627.1668429828496
FDA02,OUT017,2474.7344416622695
FDM56,OUT049,1656.01299938234
FDE57,OUT035,2181.928921302534
FDM32,OUT045,1343.6966058857076
NCQ30,OUT027,3243.9363849228926
FDQ27,OUT027,2703.2339760946443
FDT60,OUT027,3225.344014749376
FDU43,OUT049,3870.7043999219395
NCO55,OUT035,1666.149047677601
FDG02,OUT045,3051.115771972306
FDJ28,OUT013,3138.6045638206956
FDP40,OUT045,1784.5040403564265
FDJ38,OUT045,3107.1706495001963
NCC54,OUT017,3858.515539504907
NCZ41,OUT046,2052.562235798551
FDK38,OUT019,227.84316972117367
FDU52,OUT013,2445.291679830515
FDC40,OUT046,1300.5403864759
NCR30,OUT017,1159.4045623627692
NCN18,OUT017,1838.5491287301877
FDB50,OUT035,1327.5707162457518
FDG04,OUT013,3055.983946131618
FDR26,OUT035,2874.184124941902
NCT17,OUT018,2965.7876215371693
FDX35,OUT027,5188.494151764583
FDS12,OUT046,2095.80388987667
NCZ29,OUT027,3308.2486275344204
FDB38,OUT010,317.77389104615156
FDP12,OUT013,659.5566234579329
FDP22,OUT046,867.9571052668255
FDS26,OUT018,3010.5497282756755
FDR52,OUT046,3082.1666283440927
DRJ13,OUT046,2608.7870188901675
FDU48,OUT027,3308.2486275344204
FDE29,OUT035,1008.4551990867417
NCT29,OUT049,2052.595260440272
DRK37,OUT018,2891.875357416758
FDK55,OUT046,1369.017598467013
FDR07,OUT046,1462.439348019952
FDO21,OUT027,5216.4490372076825
FDK46,OUT049,3967.1498378162432
FDB12,OUT045,1601.385442461523
FDT31,OUT027,5114.084514099904
FDJ33,OUT045,1997.9677035194534
FDC26,OUT027,2700.015332030622
NCQ02,OUT045,3058.907677871409
FDP08,OUT010,432.13612427145677
FDB11,OUT027,5212.0389270109345
FDV55,OUT013,2427.0926218431764
FDW20,OUT049,1940.465761126596
NCJ18,OUT019,224.71593737928444
FDC41,OUT018,1023.6713283588847
FDE14,OUT027,2703.2339760946443
FDG35,OUT013,2676.6410511500912
FDF45,OUT035,947.0232718313031
FDS19,OUT027,2137.0595296459483
FDS58,OUT019,215.2162559015335
FDA26,OUT017,3806.6048883131166
FDM32,OUT049,1374.9919872059331
FDL45,OUT046,2115.534818816785
FDZ55,OUT049,2640.8460368013384
FDY37,OUT049,2162.1240995413737
FDO46,OUT046,3020.9212991554273
FDQ60,OUT046,1915.0191137187342
FDA19,OUT018,1803.6861000186602
FDL15,OUT046,2432.241565231917
FDM10,OUT018,2977.536695047005
NCL05,OUT017,653.2428407107553
DRK49,OUT010,342.52319534832645
NCE18,OUT027,5319.955369451287
FDG40,OUT049,664.7514657321409
DRI59,OUT045,3860.1689698358405
FDK28,OUT035,4017.4263111041173
NCD06,OUT019,289.6383130477009
FDO11,OUT019,846.6589022384737
FDK27,OUT046,1923.976542101483
FDT43,OUT027,1225.1759131495562
FDD38,OUT018,1394.5916853693254
FDA16,OUT049,3714.3765117245052
FDL14,OUT027,4002.979562411853
NCM17,OUT049,666.1014847920674
FDD20,OUT045,2023.5655646170237
FDA40,OUT045,1351.6045102701116
FDL43,OUT045,1271.1812724798317
FDV15,OUT045,1601.385442461523
FDE52,OUT046,1433.1993871556401
NCL17,OUT010,426.84011276929175
NCJ31,OUT045,3690.4074801225593
FDR60,OUT045,1273.4385018864605
NCA18,OUT035,1931.2317017577545
FDS21,OUT027,1730.9563063677601
FDW09,OUT035,1347.4115486588562
FDL26,OUT035,2528.484266797503
FDS47,OUT018,1196.3581436113252
FDC39,OUT046,3436.226956493031
FDT51,OUT035,1797.3942102684266
FDK40,OUT035,4076.757604780278
NCG19,OUT045,3658.6284317506334
FDZ07,OUT046,990.5935633151087
FDF08,OUT027,2313.40990105572
FDO04,OUT013,911.1590347203212
FDK41,OUT018,1123.6138162601553
FDP15,OUT049,3912.0744915662003
NCD43,OUT018,1393.684475022623
NCP18,OUT013,2464.7912603507343
FDZ51,OUT046,1481.1309650536643
DRH13,OUT035,1700.4067599944315
FDF38,OUT045,647.7054041862132
NCI43,OUT045,735.7777071398709
FDM38,OUT027,1455.9285204620317
FDS03,OUT013,1072.4185090754365
DRJ47,OUT017,2893.579389185338
FDT50,OUT010,554.816558513517
FDV02,OUT046,2879.2292545854725
NCG18,OUT017,1670.6349999231584
FDW52,OUT046,2621.685064783041
FDS40,OUT035,681.9605183357896
FDN31,OUT017,3199.4970277743078
FDA37,OUT045,1997.9677035194534
FDA15,OUT046,3810.0579798444855
FDL39,OUT046,3017.6035687155254
FDJ53,OUT045,1997.9677035194534
FDX22,OUT013,3566.803759575295
NCZ42,OUT045,3813.6253857407214
FDD56,OUT027,4707.408395874783
FDD40,OUT017,3199.8557928301884
FDS50,OUT013,3687.5163446501715
NCN14,OUT013,3004.6623909907253
FDT15,OUT013,3087.315571732833
NCS18,OUT027,2703.2339760946443
NCO26,OUT010,542.5387246469502
FDF58,OUT018,858.4213730590111
NCB19,OUT013,1383.2308107532185
FDH26,OUT017,2155.503452717386
DRB24,OUT027,4006.124307252395
FDA49,OUT018,1109.9381367972821
FDB32,OUT045,1384.6454426053228
FDI36,OUT017,3203.9326405609345
NCA17,OUT010,436.61696213462983
FDH22,OUT013,2039.9774223023405
NCM26,OUT018,2201.8027977848697
FDT15,OUT027,5124.864169662305
FDB16,OUT018,1143.458999347171
NCP54,OUT027,3243.9363849228926
FDJ36,OUT013,1644.3023715911127
FDO28,OUT045,1873.009394935847
FDU09,OUT013,911.6018434335451
FDF29,OUT017,2144.5157352422634
FDY08,OUT013,2114.638183618278
DRJ59,OUT018,584.8765617085727
FDT23,OUT027,2116.5075596071315
FDU15,OUT018,584.8765617085727
FDT47,OUT013,1530.0982047410655
FDI53,OUT019,201.69702537642868
FDR59,OUT018,3166.071290543807
FDD53,OUT035,683.8908176605083
FDY51,OUT017,3632.0595234782118
FDT04,OUT049,666.1014847920674
FDU51,OUT049,2850.553567782345
FDG14,OUT035,2482.7585646521625
NCU06,OUT045,3843.673741522459
DRG25,OUT046,3124.917666842682
DRH49,OUT035,1401.6756780553237
FDN15,OUT035,2178.515666353939
FDL43,OUT018,1085.8283570670658
NCT18,OUT049,3231.62918792425
NCB31,OUT013,3645.894497564238
FDK57,OUT035,1936.8657898052224
FDY04,OUT019,179.9599103623702
NCP54,OUT046,2049.65085192806
FDF41,OUT013,3642.144385784973
FDM01,OUT045,1604.6040865255452
FDW03,OUT045,1604.6040865255452
FDF28,OUT045,2024.5526463903404
FDY37,OUT017,2173.5274560181706
FDQ03,OUT017,3902.0161702678943
FDP51,OUT027,3190.1992608312025
FDJ40,OUT017,1775.1194261805513
FDC32,OUT049,1479.7808941534258
DRI49,OUT027,2190.7732799885316
NCW54,OUT017,925.9854159415453
FDF09,OUT017,658.0137238561342
FDP45,OUT018,3273.8521405507213
DRJ23,OUT018,2945.4039631521377
FDS59,OUT017,1782.8808525377817
FDY08,OUT046,2095.80388987667
FDX16,OUT049,2456.175257534533
FDY16,OUT018,2849.642976865565
FDK32,OUT035,2532.4082249758967
FDQ22,OUT013,657.6263241332142
NCC31,OUT018,2210.314655769334
FDG58,OUT049,2461.4070762898536
DRF48,OUT013,3081.25941799739
DRH36,OUT049,1190.2541544090304
NCR30,OUT035,1235.3402100924131
FDB03,OUT019,701.5043686142078
FDZ28,OUT027,3308.2486275344204
FDR35,OUT017,3317.9815735736042
DRD15,OUT027,5219.056593162315
FDJ33,OUT019,240.23770787532928
FDA56,OUT010,541.1880448674207
FDP56,OUT046,768.6784601027128
NCT30,OUT046,768.0981798379206
FDK15,OUT017,1663.896662543944
FDH44,OUT018,2208.300511268767
FDV01,OUT013,2402.050025752396
DRG03,OUT017,2469.5440339080656
FDG50,OUT027,2291.9409667501413
FDR16,OUT010,676.1933027890814
FDZ60,OUT046,1581.3095509915727
DRG03,OUT045,2407.032813825643
FDS56,OUT018,3174.9348576241377
FDU33,OUT045,703.0594193975912
DRD27,OUT035,1690.8361256525682
FDW22,OUT046,3574.639573697658
DRA24,OUT045,2579.9373354851496
FDF38,OUT049,664.7514657321409
FDX48,OUT013,2449.8168186305516
FDS58,OUT018,2357.1158690614334
FDC32,OUT046,1455.1030271301804
NCQ29,OUT045,3795.463950966697
DRK39,OUT018,1118.1919439398455
NCS38,OUT017,1918.6710869037533
DRO47,OUT013,1818.0476274306538
DRG27,OUT027,1055.6763975732651
FDC57,OUT027,5184.004809413671
FDS55,OUT046,2445.291679830515
NCJ06,OUT018,1656.3554048198675
FDO01,OUT019,247.72759139788337
NCM55,OUT045,3090.1635681444563
FDC52,OUT049,2479.4886914253425
FDQ15,OUT045,1204.5296649629925
NCT30,OUT027,1205.973962170666
NCR42,OUT027,1056.3020175192498
FDD28,OUT035,929.0198940223262
FDQ34,OUT049,1655.1057890356376
FDZ12,OUT027,3292.067816557071
DRE13,OUT019,317.4807504442582
NCN07,OUT019,225.00339461050805
FDM28,OUT035,3187.114591229841
FDI10,OUT017,2910.912858952199
FDQ25,OUT013,2728.5811662193396
FDA38,OUT010,876.9798792015964
DRI13,OUT049,3704.230653614993
FDY20,OUT027,2313.40990105572
NCZ53,OUT035,3229.729142310478
NCM31,OUT013,2445.291679830515
DRB01,OUT017,3199.4970277743078
DRF37,OUT046,3740.0850239099655
NCF42,OUT049,2993.7148844351477
FDF16,OUT018,2194.9694256629496
FDB41,OUT013,750.6590302239249
FDR34,OUT013,3911.253015799305
FDR15,OUT018,2216.1742788049555
NCV42,OUT019,290.9526506480683
FDW51,OUT035,3626.020559167458
FDU36,OUT017,1555.585419260598
FDX60,OUT049,1317.432774735911
FDY03,OUT035,1943.5250917301107
FDW55,OUT045,3935.15290999319
FDT01,OUT010,670.9682128688183
FDG58,OUT013,2445.291679830515
FDK21,OUT017,3964.934784780144
NCS41,OUT019,514.3452708422859
FDS10,OUT045,2978.010709871153
NCT53,OUT046,2620.0869556346074
FDJ28,OUT018,2944.0715598513234
FDX44,OUT045,1352.6275992481278
FDT20,OUT018,584.8765617085727
FDO44,OUT017,1664.8038728906465
NCX17,OUT049,3023.359956155538
FDY01,OUT017,1918.6710869037533
FDJ12,OUT027,5222.821546808753
DRK35,OUT018,586.2265807684992
FDD47,OUT019,203.8969105501519
NCM53,OUT035,1673.865794065371
FDO45,OUT013,1381.8102886134889
NCM42,OUT010,605.7577540324064
FDE04,OUT046,2841.4236079905527
NCI30,OUT027,5210.85157729098
FDZ19,OUT013,2867.334307249637
FDW57,OUT013,2900.839139415168
FDA25,OUT013,1647.5210156551348
FDT22,OUT046,911.6018434335451
FDP51,OUT013,1918.8798598022456
FDD48,OUT027,3070.855712757683
FDY39,OUT035,3218.5335837260964
FDO48,OUT010,952.1247292208126
FDD23,OUT027,5131.922373364708
DRN35,OUT027,1057.6520365791762
FDT01,OUT035,3611.351883186288
FDC20,OUT010,366.28041726876637
DRJ35,OUT035,1024.965796040107
FDB32,OUT046,1462.560865207055
FDL24,OUT046,2876.2917356323846
NCV42,OUT035,1941.024831175461
FDZ46,OUT046,1643.3951612444102
FDC15,OUT013,2373.7848029941874
FDD08,OUT019,260.2751946430855
FDY50,OUT049,1446.436275537082
FDD36,OUT013,1937.6634390794954
FDG57,OUT027,1226.5259322094826
FDL21,OUT018,584.8765617085727
FDN16,OUT027,2700.015332030622
FDJ09,OUT027,1204.5631939509963
FDS01,OUT010,333.99104848609124
FDV33,OUT017,3981.617971522758
DRE12,OUT017,1918.6710869037533
FDR07,OUT013,1462.439348019952
FDP48,OUT010,536.7572755577659
NCB55,OUT035,928.2378010752021
FDQ08,OUT013,989.2435442551822
FDR34,OUT035,4254.784980572804
FDO33,OUT046,1905.0024686514607
FDP13,OUT045,649.0554232461396
FDX12,OUT049,3932.612935323709
NCT06,OUT049,2806.521224268968
FDR16,OUT019,650.573829447347
FDE36,OUT046,2686.9410160526163
FDZ36,OUT049,3231.9653450927717
FDV13,OUT045,1351.6045102701116
NCZ17,OUT035,660.7089177030149
FDU56,OUT045,3119.984558727634
FDM09,OUT035,2912.2580337391523
FDV02,OUT017,2922.8078062880345
FDS34,OUT018,1606.742490954622
FDA11,OUT049,1543.7391318570114
FDP09,OUT017,3661.1347830432733
FDB29,OUT027,3053.3852131728595
FDT19,OUT017,2926.258089058583
DRH15,OUT017,657.3881039101497
FDY38,OUT046,3630.656931266941
FDF14,OUT027,4002.979562411853
FDN48,OUT010,520.867288941932
FDQ12,OUT013,3805.671871669502
NCJ43,OUT045,2857.9896411671293
FDE17,OUT019,206.1060547071152
FDB05,OUT035,3994.095821001756
FDH10,OUT045,2385.9214163955094
NCR06,OUT017,658.0137238561342
FDU32,OUT018,1782.7147615928548
FDD56,OUT049,2908.5833839866045
FDO36,OUT018,2767.0368645261583
FDH16,OUT010,519.9600785952294
FDX10,OUT018,586.2265807684992
FDZ37,OUT017,1406.5378601764462
FDU31,OUT010,832.2179533866823
DRC49,OUT049,2136.5262384438033
FDL15,OUT045,2407.6038543491586
FDN32,OUT019,514.0353586041891
DRH59,OUT027,1895.4455837998808
NCU29,OUT049,2474.1398234277485
FDR37,OUT019,520.7132992336401
FDS14,OUT018,2305.1122868644457
FDU02,OUT027,5142.527865900723
FDJ08,OUT035,3200.8422025612613
NCZ06,OUT045,3775.5017683769347
FDO31,OUT049,1315.1755453292822
FDH31,OUT018,1394.5916853693254
FDS58,OUT017,2661.253761154299
NCA53,OUT027,1204.6239431107397
FDF50,OUT046,3034.7537890705607
NCW42,OUT049,3780.661935591916
NCQ17,OUT045,2407.6867297157387
FDK51,OUT018,3125.298997958649
NCW41,OUT010,403.16075493127005
NCR29,OUT017,925.9854159415453
FDB08,OUT019,186.56638641361937
FDA40,OUT027,2200.369377784038
FDL14,OUT018,2321.8274341038955
FDB47,OUT046,3485.8746508935683
FDO03,OUT035,3966.0712200718585
DRK13,OUT019,495.8158487776044
FDX13,OUT010,918.308380477194
FDF52,OUT046,3081.25941799739
FDT11,OUT013,3084.169479665292
FDB08,OUT013,2614.300188756081
FDQ28,OUT018,2223.1797697290094
FDD29,OUT045,3957.2919033587496
NCQ29,OUT027,5123.502625813966
NCO02,OUT013,1072.4185090754365
FDR56,OUT010,519.0297644606994
NCM54,OUT049,2065.7069469282674
FDP51,OUT035,1920.9234720374102
FDT38,OUT013,1338.1779334830157
FDZ20,OUT018,3265.9387699107056
FDJ53,OUT013,2039.9774223023405
FDX13,OUT049,4000.941480120906
FDP58,OUT035,3803.0406061149283
NCK31,OUT019,318.996371069971
FDA35,OUT018,1762.2259096938176
FDV37,OUT018,2966.724158021801
NCO07,OUT027,5163.615625803826
FDA20,OUT045,3086.3028220609444
FDZ59,OUT035,2751.0624645069984
NCY17,OUT017,709.2530250746546
FDQ28,OUT035,2498.005490361328
FDV35,OUT017,2439.3194832463123
FDQ36,OUT013,658.9763431931407
FDD34,OUT018,2358.815640231205
FDK51,OUT045,3725.372189117549
FDV31,OUT035,2912.2580337391523
FDR04,OUT035,1585.619575613298
FDR14,OUT049,919.4649077463414
DRC36,OUT010,291.10365489639844
FDE39,OUT019,229.79737320118312
FDP57,OUT049,1654.6022311626703
FDE57,OUT046,2130.3553521405292
NCN18,OUT046,1753.710714534315
NCQ05,OUT018,2219.3190236454975
FDW47,OUT035,2079.99421612414
FDV46,OUT035,2173.382514333488
NCP29,OUT045,965.9911783352555
FDE09,OUT018,1512.7426329398227
NCU06,OUT027,5242.316024563983
FDT19,OUT010,274.8276883880032
DRF15,OUT017,2459.855183202027
DRI51,OUT013,2714.483823544468
NCX54,OUT013,1655.6023083355535
DRE01,OUT013,3632.1513394344956
NCB07,OUT045,3023.238674005762
FDU50,OUT035,1988.2106047830234
FDG40,OUT035,681.9605183357896
FDW10,OUT018,2477.7337181848393
FDX51,OUT013,3137.6973534739927
NCP17,OUT045,1032.2842042325651
FDP21,OUT035,3201.320933610897
FDL04,OUT045,1582.239172842856
FDV23,OUT013,2039.9774223023405
FDF24,OUT046,1303.7050293895811
FDH56,OUT027,3073.9371832116763
FDB51,OUT049,996.1993982212759
FDI58,OUT027,2500.643353795522
FDR20,OUT013,754.9097410602712
FDC51,OUT018,1779.0592617142859
FDB16,OUT027,2196.868050868387
FDE40,OUT049,998.4566276279049
NCM17,OUT035,733.4179227689383
FDU56,OUT035,3324.3493145699363
FDS32,OUT019,370.57355980320193
FDX02,OUT049,3773.805872948582
FDT39,OUT027,4006.124307252395
FDE35,OUT017,926.5656962063375
NCI42,OUT019,688.3059206341946
DRL23,OUT046,1620.10102635402
FDA10,OUT046,1966.7636668220684
FDA11,OUT013,1532.028504065784
NCM06,OUT046,2445.291679830515
NCT05,OUT035,4109.700317425656
NCQ02,OUT010,509.36213136822994
NCY06,OUT049,2121.5334145025945
FDY56,OUT035,3961.7780503254116
FDL02,OUT035,1651.2641743726704
NCI06,OUT035,2986.6914620610846
FDQ14,OUT045,2403.1720677421313
FDQ12,OUT017,3955.9056915788856
FDP36,OUT046,768.0981798379206
FDK21,OUT027,5256.195961844434
FDO40,OUT045,2430.139845972767
NCK54,OUT019,264.5390342348462
FDY09,OUT018,2594.682824817934
NCW30,OUT049,3948.919954706048
NCC55,OUT027,1056.3020175192498
FDE58,OUT018,1606.742490954622
FDR39,OUT013,2941.1044100454315
FDU28,OUT049,3129.7616785345813
FDH08,OUT017,3981.689197915956
FDG35,OUT045,2623.239626701671
FDG22,OUT049,664.7514657321409
FDC34,OUT035,2610.7013509245703
FDP15,OUT018,3195.2035647076978
FDK34,OUT010,951.6395745075963
FDU45,OUT035,1979.586883615983
FDQ04,OUT027,1057.6520365791762
FDX22,OUT018,3119.36123051913
FDB45,OUT017,1574.6197397592894
NCH43,OUT027,5154.183094611252
DRE60,OUT046,3533.797703098097
FDD17,OUT027,5312.416773108405
NCM54,OUT017,2120.1661372597155
NCH55,OUT013,2118.2570061336983
NCT06,OUT017,2676.805728057063
FDA48,OUT027,5121.902959108734
FDY58,OUT027,5313.687462693656
FDO25,OUT045,3503.658475951019
FDN50,OUT045,1488.9956963048808
FDH35,OUT035,2702.343047652222
FDK09,OUT045,3818.2264358983657
FDO16,OUT013,1360.6726091055768
FDW11,OUT045,1042.2894531238842
FDU47,OUT027,3329.985742548479
NCQ42,OUT010,456.33606412597305
FDK55,OUT027,2291.9409667501413
FDN08,OUT049,1909.8802133954468
FDT57,OUT045,3916.980515910214
FDJ12,OUT018,3060.640236262574
DRL59,OUT017,874.730496340289
NCN53,OUT046,657.6263241332142
FDO51,OUT010,342.52319534832645
FDK56,OUT017,3193.724369408121
FDY12,OUT035,876.5184798404672
FDU15,OUT035,681.9605183357896
FDQ19,OUT046,3663.251938865956
DRF15,OUT045,2389.5628734906763
DRE25,OUT019,341.8090027155072
FDK57,OUT018,1646.1690640545914
FDD33,OUT010,813.5439480464457
